Thời gian,,Tốc độ tập chân,Tốc độ tập tay,Moment,Độ chính xác,Trợ lực
12/6/2021 9:02:46 PM,,23,00,2.09,51.1%,51.3
12/6/2021 9:02:46 PM,,25,00,3.32,52.1%,0
12/6/2021 9:02:46 PM,,25,00,3.32,54.1%,0
12/6/2021 9:02:46 PM,,25,00,3.32,51.7%,0
12/6/2021 9:02:46 PM,,25,00,3.32,52.3%,0
12/6/2021 9:02:46 PM,,25,00,3.32,52.9%,0
12/6/2021 9:02:46 PM,,25,00,3.32,51.3%,0
12/6/2021 9:02:46 PM,,25,00,3.11,51.9%,0
12/6/2021 9:02:46 PM,,25,00,3.11,50.7%,0
12/6/2021 9:02:46 PM,,25,00,3.11,54.3%,0
12/6/2021 9:02:46 PM,,25,00,3.11,53.6%,0
12/6/2021 9:02:46 PM,,25,00,3.11,53.7%,0
12/6/2021 9:02:46 PM,,25,00,3.11,53.9%,0
12/6/2021 9:02:46 PM,,27,00,2.44,54.2%,0
12/6/2021 9:02:46 PM,,27,00,2.44,53.9%,0
12/6/2021 9:02:46 PM,,27,00,2.44,53.7%,0
12/6/2021 9:02:46 PM,,27,00,2.44,54.1%,0
12/6/2021 9:02:46 PM,,27,00,2.44,53.1%,0
12/6/2021 9:02:46 PM,,27,00,2.44,51.3%,0
12/6/2021 9:02:46 PM,,25,00,3.68,53.7%,0
12/6/2021 9:02:46 PM,,25,00,3.68,52.9%,0
12/6/2021 9:02:46 PM,,25,00,3.68,52.1%,0
12/6/2021 9:02:46 PM,,25,00,3.68,51.1%,0
12/6/2021 9:02:46 PM,,25,00,3.68,50.9%,0
12/6/2021 9:02:46 PM,,25,00,3.68,54.6%,0
12/6/2021 9:02:46 PM,,25,00,2.16,51.6%,0
12/6/2021 9:02:46 PM,,25,00,2.16,51.5%,0
12/6/2021 9:02:46 PM,,25,00,2.16,50.6%,0
12/6/2021 9:02:46 PM,,25,00,2.16,50.4%,0
12/6/2021 9:02:46 PM,,25,00,2.16,54.4%,0
12/6/2021 9:02:46 PM,,25,00,2.16,51.1%,0
12/6/2021 9:02:46 PM,,25,00,3.72,51.8%,0
12/6/2021 9:02:46 PM,,25,00,3.72,54.6%,0
12/6/2021 9:02:46 PM,,25,00,3.72,52.6%,0
12/6/2021 9:02:46 PM,,25,00,3.72,53.4%,0
12/6/2021 9:02:46 PM,,25,00,3.72,52.1%,0
12/6/2021 9:02:46 PM,,25,00,3.72,53.7%,0
12/6/2021 9:02:46 PM,,27,00,3.87,54.4%,0
12/6/2021 9:02:46 PM,,27,00,3.87,54.7%,0
12/6/2021 9:02:46 PM,,27,00,3.87,52.5%,0
12/6/2021 9:02:46 PM,,27,00,3.87,51.7%,0
12/6/2021 9:02:46 PM,,27,00,3.87,52.8%,0
12/6/2021 9:02:46 PM,,27,00,3.87,53.9%,0
12/6/2021 9:02:46 PM,,25,00,3.04,53.5%,0
12/6/2021 9:02:46 PM,,25,00,3.04,54.5%,0
12/6/2021 9:02:46 PM,,25,00,3.04,54.5%,0
12/6/2021 9:02:46 PM,,25,00,3.04,52.7%,0
12/6/2021 9:02:46 PM,,25,00,3.04,50.1%,0
12/6/2021 9:02:46 PM,,25,00,3.04,52.9%,0
12/6/2021 9:02:46 PM,,25,00,2.00,53.4%,0
12/6/2021 9:02:46 PM,,25,00,2.00,53.3%,0
12/6/2021 9:02:46 PM,,25,00,2.00,51.7%,0
12/6/2021 9:02:46 PM,,25,00,2.00,53.2%,0
12/6/2021 9:02:46 PM,,25,00,2.00,51.1%,0
12/6/2021 9:02:46 PM,,25,00,2.00,51.7%,0
12/6/2021 9:02:46 PM,,25,00,2.58,50.5%,0
12/6/2021 9:02:46 PM,,25,00,2.58,51.8%,0
12/6/2021 9:02:46 PM,,25,00,2.58,51.6%,0
12/6/2021 9:02:46 PM,,25,00,2.58,54.6%,0
12/6/2021 9:02:46 PM,,25,00,2.58,51.3%,0
12/6/2021 9:02:46 PM,,25,00,2.58,50.1%,0
12/6/2021 9:02:46 PM,,25,00,3.80,50.6%,0
12/6/2021 9:02:46 PM,,25,00,3.80,51.5%,0
12/6/2021 9:02:46 PM,,25,00,3.80,51%,0
12/6/2021 9:02:46 PM,,25,00,3.80,54.3%,0
12/6/2021 9:02:46 PM,,25,00,3.80,52.3%,0
12/6/2021 9:02:46 PM,,25,00,3.80,54.4%,0
12/6/2021 9:02:46 PM,,25,00,3.64,54.9%,0
12/6/2021 9:02:46 PM,,25,00,3.64,54.5%,0
12/6/2021 9:02:46 PM,,25,00,3.64,54.9%,0
12/6/2021 9:02:46 PM,,25,00,3.64,51.6%,0
12/6/2021 9:02:46 PM,,25,00,3.64,50.7%,0
12/6/2021 9:02:46 PM,,25,00,3.64,54.5%,0
12/6/2021 9:02:46 PM,,25,00,2.29,53.8%,0
12/6/2021 9:02:46 PM,,25,00,2.29,53.9%,0
12/6/2021 9:02:46 PM,,25,00,2.29,51.6%,0
12/6/2021 9:02:46 PM,,25,00,2.29,54.7%,0
12/6/2021 9:02:46 PM,,25,00,2.29,50.5%,0
12/6/2021 9:02:46 PM,,25,00,2.29,52.7%,0
12/6/2021 9:02:46 PM,,25,00,3.07,50.8%,0
12/6/2021 9:02:46 PM,,25,00,3.07,51.3%,0
12/6/2021 9:02:46 PM,,25,00,3.07,51.2%,0
12/6/2021 9:02:46 PM,,25,00,3.07,52.2%,0
12/6/2021 9:02:46 PM,,25,00,3.07,51.7%,0
12/6/2021 9:02:46 PM,,25,00,3.07,51.3%,0
12/6/2021 9:02:46 PM,,25,00,3.21,52.8%,0
12/6/2021 9:02:46 PM,,25,00,3.21,53.9%,0
12/6/2021 9:02:46 PM,,25,00,3.21,54.2%,0
12/6/2021 9:02:46 PM,,25,00,3.21,50.9%,0
12/6/2021 9:02:46 PM,,25,00,3.21,51.1%,0
12/6/2021 9:02:46 PM,,25,00,3.21,50.3%,0
12/6/2021 9:02:46 PM,,25,00,3.00,52.8%,0
12/6/2021 9:02:46 PM,,25,00,3.00,54.2%,0
12/6/2021 9:02:46 PM,,25,00,3.00,53.9%,0
12/6/2021 9:02:46 PM,,25,00,3.00,51.4%,0
12/6/2021 9:02:46 PM,,25,00,3.00,51%,0
12/6/2021 9:02:46 PM,,25,00,3.00,51.2%,0
12/6/2021 9:02:46 PM,,25,00,2.14,50.3%,0
12/6/2021 9:02:46 PM,,25,00,2.14,52.4%,0
12/6/2021 9:02:46 PM,,25,00,2.14,52.5%,0
12/6/2021 9:02:46 PM,,25,00,2.14,54.2%,0
12/6/2021 9:02:46 PM,,25,00,2.14,51.1%,0
12/6/2021 9:02:46 PM,,25,00,2.14,54.6%,0
12/6/2021 9:02:46 PM,,25,00,2.01,53.4%,0
12/6/2021 9:02:46 PM,,25,00,2.01,54.2%,0
12/6/2021 9:02:46 PM,,25,00,2.01,54.1%,0
12/6/2021 9:02:46 PM,,25,00,2.01,53.8%,0
12/6/2021 9:02:46 PM,,25,00,2.01,54.4%,0
12/6/2021 9:02:46 PM,,25,00,2.01,51.5%,0
12/6/2021 9:02:46 PM,,25,00,3.05,50.8%,0
12/6/2021 9:02:46 PM,,25,00,3.05,52.9%,0
12/6/2021 9:02:46 PM,,25,00,3.05,51.9%,0
12/6/2021 9:02:46 PM,,25,00,3.05,50.1%,0
12/6/2021 9:02:46 PM,,25,00,3.05,50.1%,0
12/6/2021 9:02:46 PM,,25,00,3.05,52.6%,0
12/6/2021 9:02:46 PM,,25,00,3.20,52.9%,0
12/6/2021 9:02:46 PM,,25,00,3.20,54.3%,0
12/6/2021 9:02:46 PM,,25,00,3.20,54.9%,0
12/6/2021 9:02:46 PM,,25,00,3.20,54.8%,0
12/6/2021 9:02:46 PM,,25,00,3.20,51.5%,0
12/6/2021 9:02:46 PM,,25,00,3.20,51.3%,0
12/6/2021 9:02:46 PM,,25,00,2.05,50.8%,0
12/6/2021 9:02:46 PM,,25,00,2.05,53.4%,0
12/6/2021 9:02:46 PM,,25,00,2.05,50.5%,0
12/6/2021 9:02:46 PM,,25,00,2.05,52.2%,0
12/6/2021 9:02:46 PM,,25,00,2.05,50.3%,0
12/6/2021 9:02:46 PM,,25,00,2.05,54.4%,0
12/6/2021 9:02:46 PM,,25,00,2.35,50.7%,0
12/6/2021 9:02:46 PM,,25,00,2.35,54.2%,0
12/6/2021 9:02:46 PM,,25,00,2.35,53.2%,0
12/6/2021 9:02:46 PM,,25,00,2.35,52.4%,0
12/6/2021 9:02:46 PM,,25,00,2.35,53.4%,0
12/6/2021 9:02:46 PM,,25,00,2.35,53.3%,0
12/6/2021 9:02:46 PM,,25,00,2.88,52.5%,0
12/6/2021 9:02:46 PM,,25,00,2.88,53%,0
12/6/2021 9:02:46 PM,,25,00,2.88,52.9%,0
12/6/2021 9:02:46 PM,,25,00,2.88,50.9%,0
12/6/2021 9:02:46 PM,,25,00,2.88,52.6%,0
12/6/2021 9:02:46 PM,,25,00,2.88,54.9%,0
12/6/2021 9:02:46 PM,,25,00,2.25,51.4%,0
12/6/2021 9:02:46 PM,,25,00,2.25,51.6%,0
12/6/2021 9:02:46 PM,,25,00,2.25,52.9%,0
12/6/2021 9:02:46 PM,,25,00,2.25,54.4%,0
12/6/2021 9:02:46 PM,,25,00,2.25,51.7%,0
12/6/2021 9:02:46 PM,,25,00,2.25,53.2%,0
12/6/2021 9:02:46 PM,,25,00,3.88,54.9%,0
12/6/2021 9:02:46 PM,,25,00,3.88,54.6%,0
12/6/2021 9:02:46 PM,,25,00,3.88,53.4%,0
12/6/2021 9:02:46 PM,,25,00,3.88,54.9%,0
12/6/2021 9:02:46 PM,,25,00,3.88,53.6%,0
12/6/2021 9:02:46 PM,,25,00,3.88,51%,0
12/6/2021 9:02:46 PM,,25,00,3.69,54%,0
12/6/2021 9:02:46 PM,,25,00,3.69,53%,0
12/6/2021 9:02:46 PM,,25,00,3.69,50.1%,0
12/6/2021 9:02:46 PM,,25,00,3.69,51.9%,0
12/6/2021 9:02:46 PM,,25,00,3.69,50.5%,0
12/6/2021 9:02:46 PM,,25,00,3.69,51.3%,0
12/6/2021 9:02:46 PM,,25,00,2.23,53.3%,0
12/6/2021 9:02:46 PM,,25,00,2.23,51.6%,0
12/6/2021 9:02:46 PM,,25,00,2.23,50.8%,0
12/6/2021 9:02:46 PM,,25,00,2.23,50.7%,0
12/6/2021 9:02:46 PM,,25,00,2.23,54.6%,0
12/6/2021 9:02:46 PM,,25,00,2.23,50.7%,0
12/6/2021 9:02:46 PM,,25,00,2.74,50.8%,0
12/6/2021 9:02:46 PM,,25,00,2.74,53.3%,0
12/6/2021 9:02:46 PM,,25,00,2.74,50.9%,0
12/6/2021 9:02:46 PM,,25,00,2.74,51.3%,0
12/6/2021 9:02:46 PM,,25,00,2.74,54.6%,0
12/6/2021 9:02:46 PM,,25,00,2.74,50.4%,0
12/6/2021 9:02:46 PM,,25,00,3.80,53.1%,0
12/6/2021 9:02:46 PM,,25,00,3.80,54%,0
12/6/2021 9:02:46 PM,,25,00,3.80,52.8%,0
12/6/2021 9:02:46 PM,,25,00,3.80,50.2%,0
12/6/2021 9:02:46 PM,,25,00,3.80,52.3%,0
12/6/2021 9:02:46 PM,,25,00,3.80,53.2%,0
12/6/2021 9:02:46 PM,,26,00,3.85,52.1%,0
12/6/2021 9:02:46 PM,,26,00,3.85,52%,0
12/6/2021 9:02:46 PM,,26,00,3.85,54.1%,0
12/6/2021 9:02:46 PM,,26,00,3.85,50.1%,0
12/6/2021 9:02:46 PM,,26,00,3.85,54.6%,0
12/6/2021 9:02:46 PM,,26,00,3.85,50.3%,0
12/6/2021 9:02:46 PM,,21,00,2.38,51.8%,50.7
12/6/2021 9:02:46 PM,,21,00,2.38,54.7%,50.4
12/6/2021 9:02:46 PM,,21,00,2.38,54.5%,54.9
12/6/2021 9:02:46 PM,,21,00,2.38,52.8%,54.3
12/6/2021 9:02:46 PM,,21,00,2.38,51.4%,52.8
12/6/2021 9:02:46 PM,,21,00,2.38,50%,53.2
12/6/2021 9:02:46 PM,,28,00,2.24,54.2%,0
12/6/2021 9:02:46 PM,,28,00,2.24,54.1%,0
12/6/2021 9:02:46 PM,,28,00,2.24,53.8%,0
12/6/2021 9:02:46 PM,,28,00,2.24,55%,0
12/6/2021 9:02:46 PM,,28,00,2.24,54.9%,0
12/6/2021 9:02:46 PM,,28,00,2.24,51.6%,0
12/6/2021 9:02:46 PM,,26,00,3.81,51%,0
12/6/2021 9:02:46 PM,,26,00,3.81,52%,0
12/6/2021 9:02:46 PM,,26,00,3.81,51.6%,0
12/6/2021 9:02:46 PM,,26,00,3.81,51.1%,0
12/6/2021 9:02:46 PM,,26,00,3.81,53.5%,0
12/6/2021 9:02:46 PM,,26,00,3.81,54.1%,0
12/6/2021 9:02:46 PM,,27,00,3.38,54.5%,0
12/6/2021 9:02:46 PM,,27,00,3.38,52.7%,0
12/6/2021 9:02:46 PM,,27,00,3.38,53.7%,0
12/6/2021 9:02:46 PM,,27,00,3.38,53.4%,0
12/6/2021 9:02:46 PM,,27,00,3.38,51.2%,0
12/6/2021 9:02:46 PM,,27,00,3.38,54.1%,0
12/6/2021 9:02:46 PM,,26,00,3.54,50.3%,0
12/6/2021 9:02:46 PM,,26,00,3.54,53.5%,0
12/6/2021 9:02:46 PM,,26,00,3.54,54.8%,0
12/6/2021 9:02:46 PM,,26,00,3.54,52.2%,0
12/6/2021 9:02:46 PM,,26,00,3.54,51.2%,0
12/6/2021 9:02:46 PM,,26,00,3.54,52.9%,0
12/6/2021 9:02:46 PM,,24,00,3.24,53.3%,52.6
12/6/2021 9:02:46 PM,,24,00,3.24,50.9%,54.3
12/6/2021 9:02:46 PM,,24,00,3.24,54.6%,54.7
12/6/2021 9:02:46 PM,,24,00,3.24,50.5%,52.3
12/6/2021 9:02:46 PM,,24,00,3.24,50.7%,51.5
12/6/2021 9:02:46 PM,,24,00,3.24,52.2%,50.2
12/6/2021 9:02:46 PM,,24,00,3.21,50.2%,53
12/6/2021 9:02:46 PM,,24,00,3.21,52.9%,51.4
12/6/2021 9:02:46 PM,,24,00,3.21,54.9%,50.5
12/6/2021 9:02:46 PM,,24,00,3.21,53.8%,53.1
12/6/2021 9:02:46 PM,,24,00,3.21,50.5%,51.2
12/6/2021 9:02:46 PM,,24,00,3.21,50.8%,53.3
12/6/2021 9:02:46 PM,,23,00,3.81,53.8%,51.4
12/6/2021 9:02:46 PM,,23,00,3.81,52.2%,51.5
12/6/2021 9:02:46 PM,,23,00,3.81,51.2%,51.6
12/6/2021 9:02:46 PM,,23,00,3.81,50.9%,51.2
12/6/2021 9:02:46 PM,,23,00,3.81,51.9%,55
12/6/2021 9:02:46 PM,,23,00,3.81,54.9%,51.7
12/6/2021 9:02:46 PM,,28,00,3.09,50.3%,0
12/6/2021 9:02:46 PM,,28,00,3.09,51.1%,0
12/6/2021 9:02:46 PM,,28,00,3.09,51%,0
12/6/2021 9:02:46 PM,,28,00,3.09,51.6%,0
12/6/2021 9:02:46 PM,,28,00,3.09,51.5%,0
12/6/2021 9:02:46 PM,,28,00,3.09,50.7%,0
12/6/2021 9:02:46 PM,,24,00,2.03,54.2%,52.3
12/6/2021 9:02:46 PM,,24,00,2.03,50.6%,54.6
12/6/2021 9:02:46 PM,,24,00,2.03,53%,53.8
12/6/2021 9:02:46 PM,,24,00,2.03,54.5%,53.4
12/6/2021 9:02:46 PM,,24,00,2.03,50.3%,54.5
12/6/2021 9:02:46 PM,,24,00,2.03,52.1%,51.7
12/6/2021 9:02:46 PM,,27,00,3.79,51.4%,0
12/6/2021 9:02:46 PM,,27,00,3.79,51.5%,0
12/6/2021 9:02:46 PM,,27,00,3.79,50.3%,0
12/6/2021 9:02:46 PM,,27,00,3.79,53.5%,0
12/6/2021 9:02:46 PM,,27,00,3.79,51.6%,0
12/6/2021 9:02:46 PM,,27,00,3.79,54.6%,0
12/6/2021 9:02:46 PM,,22,00,2.11,54.6%,54.2
12/6/2021 9:02:46 PM,,22,00,2.11,54.9%,51.9
12/6/2021 9:02:46 PM,,22,00,2.11,53.8%,50.7
12/6/2021 9:02:46 PM,,22,00,2.11,54.1%,50.4
12/6/2021 9:02:46 PM,,22,00,2.11,52.9%,50
12/6/2021 9:02:46 PM,,22,00,2.11,52.6%,50.2
12/6/2021 9:02:46 PM,,23,00,3.01,53%,54.6
12/6/2021 9:02:46 PM,,23,00,3.01,53.7%,53.4
12/6/2021 9:02:46 PM,,23,00,3.01,50.3%,54.7
12/6/2021 9:02:46 PM,,23,00,3.01,50.3%,52
12/6/2021 9:02:46 PM,,23,00,3.01,53%,51.3
12/6/2021 9:02:46 PM,,23,00,3.01,54%,53.3
12/6/2021 9:02:46 PM,,23,00,2.57,51.2%,54.2
12/6/2021 9:02:46 PM,,23,00,2.57,52.8%,54.3
12/6/2021 9:02:46 PM,,23,00,2.57,50.7%,51.6
12/6/2021 9:02:46 PM,,23,00,2.57,54.4%,52.9
12/6/2021 9:02:46 PM,,23,00,2.57,54.9%,51
12/6/2021 9:02:46 PM,,23,00,2.57,52.4%,54.7
12/6/2021 9:02:46 PM,,22,00,3.79,52.2%,53.7
12/6/2021 9:02:46 PM,,22,00,3.79,54.5%,53.6
12/6/2021 9:02:46 PM,,22,00,3.79,50.3%,51.4
12/6/2021 9:02:46 PM,,22,00,3.79,52.4%,54.7
12/6/2021 9:02:46 PM,,22,00,3.79,54.5%,53.5
12/6/2021 9:02:46 PM,,22,00,3.79,51%,54.1
12/6/2021 9:02:46 PM,,20,00,2.02,50.9%,52.9
12/6/2021 9:02:46 PM,,20,00,2.02,54.6%,53.5
12/6/2021 9:02:46 PM,,20,00,2.02,54.5%,52.7
12/6/2021 9:02:46 PM,,20,00,2.02,52.3%,54.9
12/6/2021 9:02:46 PM,,20,00,2.02,53.5%,53.3
12/6/2021 9:02:46 PM,,20,00,2.02,52.7%,52.9
12/6/2021 9:02:46 PM,,27,00,2.14,52%,0
12/6/2021 9:02:46 PM,,27,00,2.14,54.3%,0
12/6/2021 9:02:46 PM,,27,00,2.14,54.1%,0
12/6/2021 9:02:46 PM,,27,00,2.14,50.9%,0
12/6/2021 9:02:46 PM,,27,00,2.14,50.4%,0
12/6/2021 9:02:46 PM,,27,00,2.14,51.7%,0
12/6/2021 9:02:46 PM,,20,00,3.80,54%,54.1
12/6/2021 9:02:46 PM,,20,00,3.80,52.2%,50.1
12/6/2021 9:02:46 PM,,20,00,3.80,51.4%,54.4
12/6/2021 9:02:46 PM,,20,00,3.80,54.4%,51.3
12/6/2021 9:02:46 PM,,20,00,3.80,54.1%,53.3
12/6/2021 9:02:46 PM,,20,00,3.80,53.2%,52.9
12/6/2021 9:02:46 PM,,22,00,3.33,54%,51.1
12/6/2021 9:02:46 PM,,22,00,3.33,51.2%,54.4
12/6/2021 9:02:46 PM,,22,00,3.33,51.6%,53.9
12/6/2021 9:02:46 PM,,22,00,3.33,50.9%,54.5
12/6/2021 9:02:46 PM,,22,00,3.33,50.4%,54.6
12/6/2021 9:02:46 PM,,22,00,3.33,53.9%,52.6
12/6/2021 9:02:46 PM,,22,00,2.88,51.7%,53
12/6/2021 9:02:46 PM,,22,00,2.88,51.7%,52.2
12/6/2021 9:02:46 PM,,22,00,2.88,53.9%,54.3
12/6/2021 9:02:46 PM,,22,00,2.88,52.2%,51.5
12/6/2021 9:02:46 PM,,22,00,2.88,51.4%,54.8
12/6/2021 9:02:46 PM,,22,00,2.88,53%,52
12/6/2021 9:02:46 PM,,27,00,2.21,50.2%,0
12/6/2021 9:02:46 PM,,27,00,2.21,52.5%,0
12/6/2021 9:02:46 PM,,27,00,2.21,54.5%,0
12/6/2021 9:02:46 PM,,27,00,2.21,54.9%,0
12/6/2021 9:02:46 PM,,27,00,2.21,52.3%,0
12/6/2021 9:02:46 PM,,27,00,2.21,52.4%,0
12/6/2021 9:02:46 PM,,24,00,3.18,52.1%,53.3
12/6/2021 9:02:46 PM,,24,00,3.18,53.3%,50.9
12/6/2021 9:02:46 PM,,24,00,3.18,54.7%,53.8
12/6/2021 9:02:46 PM,,24,00,3.18,51.7%,53.3
12/6/2021 9:02:46 PM,,24,00,3.18,54.3%,52.9
12/6/2021 9:02:46 PM,,24,00,3.18,55%,50.4
12/6/2021 9:02:46 PM,,27,00,2.58,54.1%,0
12/6/2021 9:02:46 PM,,27,00,2.58,51.6%,0
12/6/2021 9:02:46 PM,,27,00,2.58,51%,0
12/6/2021 9:02:46 PM,,27,00,2.58,53.8%,0
12/6/2021 9:02:46 PM,,27,00,2.58,51.3%,0
12/6/2021 9:02:46 PM,,27,00,2.58,51.6%,0
12/6/2021 9:02:46 PM,,22,00,2.40,51.4%,53.2
12/6/2021 9:02:46 PM,,22,00,2.40,54.6%,54.1
12/6/2021 9:02:46 PM,,22,00,2.40,52.8%,54.1
12/6/2021 9:02:46 PM,,22,00,2.40,50.1%,50.6
12/6/2021 9:02:46 PM,,22,00,2.40,52%,54.2
12/6/2021 9:02:46 PM,,22,00,2.40,50.2%,53.3
12/6/2021 9:02:46 PM,,24,00,3.68,53.2%,51.3
12/6/2021 9:02:46 PM,,24,00,3.68,50.8%,53
12/6/2021 9:02:46 PM,,24,00,3.68,52.2%,50.9
12/6/2021 9:02:46 PM,,24,00,3.68,52.8%,52.2
12/6/2021 9:02:46 PM,,24,00,3.68,52.7%,50
12/6/2021 9:02:46 PM,,24,00,3.68,52.5%,51.4
12/6/2021 9:02:46 PM,,25,00,2.49,51.6%,0
12/6/2021 9:02:46 PM,,25,00,2.49,53%,0
12/6/2021 9:02:46 PM,,25,00,2.49,51.1%,0
12/6/2021 9:02:46 PM,,25,00,2.49,53.2%,0
12/6/2021 9:02:46 PM,,25,00,2.49,51.9%,0
12/6/2021 9:02:46 PM,,25,00,2.49,54.2%,0
12/6/2021 9:02:46 PM,,23,00,3.08,51.5%,50.1
12/6/2021 9:02:46 PM,,23,00,3.08,54.9%,52
12/6/2021 9:02:46 PM,,23,00,3.08,52.2%,54.9
12/6/2021 9:02:46 PM,,23,00,3.08,50.1%,54.7
12/6/2021 9:02:46 PM,,23,00,3.08,51.3%,54.6
12/6/2021 9:02:46 PM,,23,00,3.08,54.9%,52.9
12/6/2021 9:02:46 PM,,20,00,3.43,50.6%,51.7
12/6/2021 9:02:46 PM,,20,00,3.43,53.4%,53.7
12/6/2021 9:02:46 PM,,20,00,3.43,50.6%,50.9
12/6/2021 9:02:46 PM,,20,00,3.43,53.4%,52.2
12/6/2021 9:02:46 PM,,20,00,3.43,53.9%,53.7
12/6/2021 9:02:46 PM,,20,00,3.43,53.1%,51.3
12/6/2021 9:02:46 PM,,28,00,2.56,52.9%,0
12/6/2021 9:02:46 PM,,28,00,2.56,51.8%,0
12/6/2021 9:02:46 PM,,28,00,2.56,50.4%,0
12/6/2021 9:02:46 PM,,28,00,2.56,51%,0
12/6/2021 9:02:46 PM,,28,00,2.56,52.6%,0
12/6/2021 9:02:46 PM,,28,00,2.56,51%,0
12/6/2021 9:02:46 PM,,24,00,2.55,51.1%,51.8
12/6/2021 9:02:46 PM,,24,00,2.55,50%,54.7
12/6/2021 9:02:46 PM,,24,00,2.55,53.9%,54
12/6/2021 9:02:46 PM,,24,00,2.55,53.4%,52.9
12/6/2021 9:02:46 PM,,24,00,2.55,53.2%,51.5
12/6/2021 9:02:46 PM,,24,00,2.55,53.6%,51.8
12/6/2021 9:02:46 PM,,29,00,3.59,50.9%,0
12/6/2021 9:02:46 PM,,29,00,3.59,51.2%,0
12/6/2021 9:02:46 PM,,29,00,3.59,50.6%,0
12/6/2021 9:02:46 PM,,29,00,3.59,52%,0
12/6/2021 9:02:46 PM,,29,00,3.59,54.8%,0
12/6/2021 9:02:46 PM,,29,00,3.59,50.3%,0
12/6/2021 9:02:46 PM,,20,00,2.33,52.8%,52.7
12/6/2021 9:02:46 PM,,20,00,2.33,51%,50.6
12/6/2021 9:02:46 PM,,20,00,2.33,52%,53.8
12/6/2021 9:02:46 PM,,20,00,2.33,51.8%,52
12/6/2021 9:02:46 PM,,20,00,2.33,51.1%,50.7
12/6/2021 9:02:46 PM,,20,00,2.33,51%,51.8
12/6/2021 9:02:46 PM,,23,00,2.35,53.3%,52.3
12/6/2021 9:02:46 PM,,23,00,2.35,53.9%,53.1
12/6/2021 9:02:46 PM,,23,00,2.35,54.8%,51
12/6/2021 9:02:46 PM,,23,00,2.35,52.4%,51.5
12/6/2021 9:02:46 PM,,23,00,2.35,51.5%,54.6
12/6/2021 9:02:46 PM,,23,00,2.35,51.2%,52.8
12/6/2021 9:02:46 PM,,29,00,2.86,52.7%,0
12/6/2021 9:02:46 PM,,29,00,2.86,51.5%,0
12/6/2021 9:02:46 PM,,29,00,2.86,52.2%,0
12/6/2021 9:02:46 PM,,29,00,2.86,54.1%,0
12/6/2021 9:02:46 PM,,29,00,2.86,51.2%,0
12/6/2021 9:02:46 PM,,29,00,2.86,52.5%,0
12/6/2021 9:02:46 PM,,22,00,3.06,54.7%,53.6
12/6/2021 9:02:46 PM,,22,00,3.06,51.6%,50.6
12/6/2021 9:02:46 PM,,22,00,3.06,52.9%,51.7
12/6/2021 9:02:46 PM,,22,00,3.06,53.8%,54.4
12/6/2021 9:02:46 PM,,22,00,3.06,51.2%,52.3
12/6/2021 9:02:46 PM,,22,00,3.06,51.3%,53.3
12/6/2021 9:02:46 PM,,27,00,2.86,54.4%,0
12/6/2021 9:02:46 PM,,27,00,2.86,50.6%,0
12/6/2021 9:02:46 PM,,27,00,2.86,50.6%,0
12/6/2021 9:02:46 PM,,27,00,2.86,51.8%,0
12/6/2021 9:02:46 PM,,27,00,2.86,51.6%,0
12/6/2021 9:02:46 PM,,27,00,2.86,51.2%,0
12/6/2021 9:02:46 PM,,28,00,3.04,53%,0
12/6/2021 9:02:46 PM,,28,00,3.04,51.9%,0
12/6/2021 9:02:46 PM,,28,00,3.04,51.6%,0
12/6/2021 9:02:46 PM,,28,00,3.04,54.2%,0
12/6/2021 9:02:46 PM,,28,00,3.04,53.7%,0
12/6/2021 9:02:46 PM,,28,00,3.04,54.6%,0
12/6/2021 9:02:46 PM,,26,00,3.08,54.6%,0
12/6/2021 9:02:46 PM,,26,00,3.08,54.9%,0
12/6/2021 9:02:46 PM,,26,00,3.08,51.2%,0
12/6/2021 9:02:46 PM,,26,00,3.08,54.2%,0
12/6/2021 9:02:46 PM,,26,00,3.08,52.1%,0
12/6/2021 9:02:46 PM,,26,00,3.08,52.1%,0
12/6/2021 9:02:46 PM,,23,00,2.76,54.1%,53.9
12/6/2021 9:02:46 PM,,23,00,2.76,50.8%,51.1
12/6/2021 9:02:46 PM,,23,00,2.76,50%,54
12/6/2021 9:02:46 PM,,23,00,2.76,50.1%,53.7
12/6/2021 9:02:46 PM,,23,00,2.76,52.1%,51.7
12/6/2021 9:02:46 PM,,23,00,2.76,54.2%,50
12/6/2021 9:02:46 PM,,21,00,2.40,54.5%,53.8
12/6/2021 9:02:46 PM,,21,00,2.40,51.2%,52.6
12/6/2021 9:02:46 PM,,21,00,2.40,53.4%,52.7
12/6/2021 9:02:46 PM,,21,00,2.40,50.7%,51.2
12/6/2021 9:02:46 PM,,21,00,2.40,53.2%,50.5
12/6/2021 9:02:46 PM,,21,00,2.40,50.8%,50.8
12/6/2021 9:02:46 PM,,21,00,2.15,53.4%,51.5
12/6/2021 9:02:46 PM,,21,00,2.15,50.4%,54.1
12/6/2021 9:02:46 PM,,21,00,2.15,54.1%,54.2
12/6/2021 9:02:46 PM,,21,00,2.15,54.5%,54.2
12/6/2021 9:02:46 PM,,21,00,2.15,51.8%,54.2
12/6/2021 9:02:46 PM,,21,00,2.15,51.9%,51.5
12/6/2021 9:02:46 PM,,29,00,2.77,54.1%,0
12/6/2021 9:02:46 PM,,29,00,2.77,51.7%,0
